CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
8897	to stand	Ben_Tey	í:yí	íː j í	LJ
8898	to stand	Bunoge	ʔǐjjɛ̀	ʔ ǐ dʒ dʒ ɛ̀	LJ
8899	to stand	Dogul_Dom	ìgɛ́	ì ɡ ɛ́	LJ
8900	to stand	Gourou	ígɛ́	í ɡ ɛ́	LJ
8901	to stand	Jamsay_Douentza	íjɛ́	í dʒ ɛ́	LJ
8902	to stand	Jamsay_Mondoro	íjɛ́	í dʒ ɛ́	LJ
8903	to stand	Mombo	íŋgyɛ̂:	í ŋ ɡ j ɛ̂ː	LJ
8904	to stand	Najamba	íŋgíyɛ́	í ŋ ɡ í j ɛ́	LJ
8905	to stand	Nanga	í:yí	íː j í	LJ
8906	to stand	Penange	ínjɛ̀	í n dʒ ɛ̀	LJ
8907	to stand	Perge_Tegu	ígíyɛ́	í ɡ í j ɛ́	LJ
8908	to stand	Sangha_So	íŋjɛ́	í ŋ dʒ ɛ́	LJ
8909	to stand	Tebul_Ure	íjjí:	í dʒ dʒ íː	LJ
8910	to stand	Tiranige	ígíyó	í ɡ í j ó	LJ
8911	to stand	Togo_Kan	ìgɛ́:	ì ɡ ɛ́ː	LJ
8912	to stand	Togo_Kan	ìgî:	ì ɡ îː	LJ
8913	to stand	Tommo_So	íŋíyɛ́	í ŋ í j ɛ́	LJ
8914	to stand	Tomo_Kan_Diangassagou	ʔì:	ʔ ìː	LJ
8915	to stand	Tomo_Kan_Segue	ʔì:	ʔ ìː	LJ
8916	to stand	Toro_Tegu	ígó	í ɡ ó	LJ
8917	to stand	Toro_Tegu	ígú	í ɡ ú	LJ
8918	to stand	Yanda_Dom	íŋgílálì	í ŋ ɡ í l á l ì	LJ
8919	to stand	Yanda_Dom	íŋgílɛ́	í ŋ ɡ í l ɛ́	LJ
8920	to stand	Yorno_So	íŋɛ́:	í ŋ ɛ́ː	LJ
8921	to stand	Yorno_So	íŋí:	í ŋ íː	LJ
8922	to suck	Bangime	ʒúmbárà	ʒ ú m b á r à	LJ
8923	to suck	Bankan_Tey	ɔ́zí	ɔ́ z í	LJ
8924	to suck	Ben_Tey	ɔ́njí	ɔ́ n dʒ í	LJ
8925	to suck	Bunoge	bɔ́njɛ̀	b ɔ́ n dʒ ɛ̀	LJ
8926	to suck	Dogul_Dom	ɔ̀ɲjɛ́	ɔ̀ ɲ dʒ ɛ́	LJ
8927	to suck	Gourou	ɔ́sɔ́	ɔ́ s ɔ́	LJ
8928	to suck	Jamsay_Douentza	ɔ́ɲɔ́	ɔ́ ɲ ɔ́	LJ
8929	to suck	Jamsay_Mondoro	ɔ́ɲɔ́	ɔ́ ɲ ɔ́	LJ
8930	to suck	Mombo	mílɛ́	m í l ɛ́	LJ
8931	to suck	Najamba	ónjí	ó n dʒ í	LJ
8932	to suck	Nanga	ɔ́njí	ɔ́ n dʒ í	LJ
8933	to suck	Penange	ɲɛ́:	ɲ ɛ́ː	LJ
8934	to suck	Perge_Tegu	ɔ́njɔ́	ɔ́ n dʒ ɔ́	LJ
8935	to suck	Tebul_Ure	óndó	ó n d ó	LJ
8936	to suck	Tiranige	ónjó	ó n dʒ ó	LJ
8937	to suck	Togo_Kan	ɔ́ɲɔ́	ɔ́ ɲ ɔ́	LJ
8938	to suck	Tommo_So	ɔ́njɔ́	ɔ́ n dʒ ɔ́	LJ
8939	to suck	Tomo_Kan_Segue	ʔɔ́njɛ́	ʔ ɔ́ n dʒ ɛ́	LJ
8940	to suck	Toro_Tegu	ɔ́ⁿsɔ́	ɔ́ⁿ s ɔ́	LJ
8941	to suck	Toro_Tegu	ɔ́ⁿsú	ɔ́ⁿ s ú	LJ
8942	to suck	Yanda_Dom	úmzó	ú m z ó	LJ
8943	to suck	Yanda_Dom	úmzólì	ú m z ó l ì	LJ
8944	to suck	Yorno_So	ɔ́ɲɔ́	ɔ́ ɲ ɔ́	LJ
8945	to take	Bangime	ɲáw	ɲ á w	LJ
8946	to take	Bangime	ʃíjɛ̀	ʃ í dʒ ɛ̀	LJ
8947	to take	Bankan_Tey	zɛ́	z ɛ́	LJ
8948	to take	Ben_Tey	àyí	à j í	LJ
8949	to take	Bunoge	dúgɛ̀	d ú ɡ ɛ̀	LJ
8950	to take	Dogul_Dom	jɛ̀ɛ́	dʒ ɛ̌ː	LJ
8951	to take	Dogul_Dom	yɛ̀ŋɛ́	j ɛ̀ ŋ ɛ́	LJ
8952	to take	Jamsay_Douentza	yàŋá	j à ŋ á	LJ
8953	to take	Jamsay_Mondoro	yàŋá	j à ŋ á	LJ
8954	to take	Najamba	jɛ́	dʒ ɛ́	LJ
8955	to take	Najamba	jɛ̀	dʒ ɛ̀	LJ
8956	to take	Nanga	ǎy	ǎ j	LJ
8957	to take	Nanga	àyí	à j í	LJ
8958	to take	Penange	nɛ́mɛ́	n ɛ́ m ɛ́	LJ
8959	to take	Perge_Tegu	yɛ̀ŋgɛ́	j ɛ̀ ŋ ɡ ɛ́	LJ
8960	to take	Tebul_Ure	ɲǎ:	ɲ ǎː	LJ
8961	to take	Tommo_So	jèɲɲé	dʒ è ɲ ɲ é	LJ
8962	to take	Toro_Tegu	só	s ó	LJ
8963	to take	Yanda_Dom	tógó	t ó ɡ ó	LJ
8964	to take	Yanda_Dom	tó:	t óː	LJ
8965	to take	Yanda_Dom	zɛ̀nàlí	z ɛ̀ n à l í	LJ
8966	to take	Yanda_Dom	zɛ̀nɛ́	z ɛ̀ n ɛ́	LJ
8967	to take	Yorno_So	gèɲɛ́	ɡ è ɲ ɛ́	LJ
8968	to tie	Bangime	bàà	b àː	LJ
8969	to tie	Bankan_Tey	pá:	p áː	LJ
8970	to tie	Ben_Tey	páɣá	p á ɣ á	LJ
8971	to tie	Bunoge	sɔ́jɛ̀	s ɔ́ dʒ ɛ̀	LJ
8972	to tie	Dogul_Dom	kɔ̀mmɛ́	k ɔ̀ m m ɛ́	LJ
8973	to tie	Gourou	páɣá	p á ɣ á	LJ
8974	to tie	Jamsay_Douentza	págá	p á ɡ á	LJ
8975	to tie	Jamsay_Douentza	págálì	p á ɡ á l ì	LJ
8976	to tie	Mombo	págé	p á ɡ é	LJ
8977	to tie	Najamba	pàgè	p à ɡ è	LJ
8978	to tie	Najamba	págí	p á ɡ í	LJ
8979	to tie	Nanga	págí	p á ɡ í	LJ
8980	to tie	Penange	sɔ́jɛ́	s ɔ́ dʒ ɛ́	LJ
8981	to tie	Perge_Tegu	págá	p á ɡ á	LJ
8982	to tie	Tebul_Ure	kɔ́mbú	k ɔ́ m b ú	LJ
8983	to tie	Tiranige	págó	p á ɡ ó	LJ
8984	to tie	Togo_Kan	págá	p á ɡ á	LJ
8985	to tie	Tommo_So	kɔ́mmɔ́	k ɔ́ m m ɔ́	LJ
8986	to tie	Toro_Tegu	págá	p á ɡ á	LJ
8987	to tie	Toro_Tegu	págú	p á ɡ ú	LJ
8988	to tie	Yanda_Dom	kɔ́málì	k ɔ́ m á l ì	LJ
8989	to tie	Yanda_Dom	kɔ́mɔ́	k ɔ́ m ɔ́	LJ
8990	to tie	Yorno_So	kɔ́mɔ́	k ɔ́ m ɔ́	LJ
8991	to tie	Yorno_So	págá	p á ɡ á	LJ
8992	to tie	Yorno_So	págú	p á ɡ ú	LJ
8993	tongue	Ampari	ɛ̌:ⁿtìyɛ̀	ɛ̌ːⁿ t ì j ɛ̀	DB,LJ,SW
8994	tongue	Bangime	n nɔ̀ɔ́ n jéréndɛ̀	n 	DB,LJ,SW
8995	tongue	Bankan_Tey	lɛ̀mbìrɛ̂	l ɛ̀ m b ì r ɛ̂	DB,LJ,SW
8996	tongue	Ben_Tey	lɛ̀mdɛ̂:	l ɛ̀ m d ɛ̂ː	DB,LJ,SW
8997	tongue	Bunoge	dɛ̀ndɛ̀bè	d ɛ̀ n d ɛ̀ b è	DB,LJ,SW
8998	tongue	Dogul_Dom	nɛ̀ɛ̀ndá	n ɛ̀ː n d á	DB,LJ,SW
8999	tongue	Gourou	nɛ̀nɛ́	n ɛ̀ n ɛ́	DB,LJ,SW
9000	tongue	Jamsay_Douentza	nɛ̀nɛ́	n ɛ̀ n ɛ́	DB,LJ,SW
9001	tongue	Jamsay_Mondoro	nɛ̀nɛ́	n ɛ̀ n ɛ́	DB,LJ,SW
9002	tongue	Mombo	nè:ndé	n èː n d é	DB,LJ,SW
9003	tongue	Najamba	nɛ̌ndɛ̀:	n ɛ̌ n d ɛ̀ː	DB,LJ,SW
9004	tongue	Najamba	nɛ̌ndɔ̀:	n ɛ̌ n d ɔ̀ː	DB,LJ,SW
9005	tongue	Nanga	nɛ́ndɛ̀	n ɛ́ n d ɛ̀	DB,LJ,SW
9006	tongue	Penange	nɛ̀mdɛ̀	n ɛ̀ m d ɛ̀	DB,LJ,SW
9007	tongue	Perge_Tegu	lɛ̀lɛ́	l ɛ̀ l ɛ́	DB,LJ,SW
9008	tongue	Sangha_So	níínɛ́	n íː n ɛ́	DB,LJ,SW
9009	tongue	Tebul_Ure	nɛ́ndɛ́	n ɛ́ n d ɛ́	DB,LJ,SW
9010	tongue	Tiranige	nɛ́:ndɛ̀	n ɛ́ː n d ɛ̀	DB,LJ,SW
9011	tongue	Togo_Kan	nɛ́nɛ́	n ɛ́ n ɛ́	DB,LJ,SW
9012	tongue	Tommo_So	nííndɛ́	n íː n d ɛ́	DB,LJ,SW
9013	tongue	Tomo_Kan_Diangassagou	lɛ̀rdɛ̀ⁿ	l ɛ̀ r d ɛ̀ⁿ	DB,LJ,SW
9014	tongue	Tomo_Kan_Segue	yɛ̀rɛ̀dɛ̀ⁿ	j ɛ̀ r ɛ̀ d ɛ̀ⁿ	DB,LJ,SW
9015	tongue	Toro_Tegu	lèlá	l è l á	DB,LJ,SW
9016	tongue	Yanda_Dom	nɛ̀mdà	n ɛ̀ m d à	DB,LJ,SW
9017	tongue	Yorno_So	nɛ́nɛ́	n ɛ́ n ɛ́	DB,LJ,SW
9018	tongue	Yorno_So	nɛ̀nɛ̌:	n ɛ̀ n ɛ̌ː	DB,LJ,SW
9019	tooth	Ampari	kéndá	k é n d á	DB,LJ,SW
9020	tooth	Bangime	n nɔ́ɔ̀ ŋɔ́ síìⁿ	n 	DB,LJ,SW
9021	tooth	Bankan_Tey	ɲìrⁿɛ́	ɲ ì rⁿ ɛ́	DB,LJ,SW
9022	tooth	Bankan_Tey	ŋìrⁿɛ́	ŋ ì rⁿ ɛ́	DB,LJ,SW
9023	tooth	Ben_Tey	ìrⁿí	ì rⁿ í	DB,LJ,SW
9024	tooth	Ben_Tey	ìrⁿú	ì rⁿ ú	DB,LJ,SW
9025	tooth	Bunoge	ʔínì	ʔ í n ì	DB,LJ,SW
9026	tooth	Dogul_Dom	íínò	íː n ò	DB,LJ,SW
9027	tooth	Gourou	ìrⁿé	ì rⁿ é	DB,LJ,SW
9028	tooth	Jamsay_Douentza	ìrⁿé	ì rⁿ é	DB,LJ,SW
9029	tooth	Jamsay_Mondoro	èrⁿé	è rⁿ é	DB,LJ,SW
9030	tooth	Mombo	ínnì	í n n ì	DB,LJ,SW
9031	tooth	Najamba	ìnɛ̌:	ì n ɛ̌ː	DB,LJ,SW
9032	tooth	Najamba	ìnɔ̌:	ì n ɔ̌ː	DB,LJ,SW
9033	tooth	Nanga	ìnɛ́	ì n ɛ́	DB,LJ,SW
9034	tooth	Nanga	ìrⁿɛ́	ì rⁿ ɛ́	DB,LJ,SW
9035	tooth	Nanga	ǹnɛ́	ǹ n ɛ́	DB,LJ,SW
9036	tooth	Penange	ìnì	ì n ì	DB,LJ,SW
9037	tooth	Perge_Tegu	ìrⁿé	ì rⁿ é	DB,LJ,SW
9038	tooth	Sangha_So	tɔ́rⁿú	t ɔ́ rⁿ ú	DB,LJ,SW
9039	tooth	Tebul_Ure	ǐn	ǐ n	DB,LJ,SW
9040	tooth	Tebul_Ure	ìnú	ì n ú	DB,LJ,SW
9041	tooth	Tiranige	íníŋgé	í n í ŋ ɡ é	DB,LJ,SW
9042	tooth	Togo_Kan	ìrⁿí	ì rⁿ í	DB,LJ,SW
9043	tooth	Tommo_So	ìnú	ì n ú	DB,LJ,SW
9044	tooth	Tomo_Kan_Diangassagou	ʔìnì	ʔ ì n ì	DB,LJ,SW
9045	tooth	Tomo_Kan_Segue	ʔìnì	ʔ ì n ì	DB,LJ,SW
9046	tooth	Toro_Tegu	jìrⁿó	dʒ ì rⁿ ó	DB,LJ,SW
9047	tooth	Yanda_Dom	ìn	ì n	DB,LJ,SW
9048	tooth	Yorno_So	ɛ̌n	ɛ̌ n	DB,LJ,SW
9049	travel	Bangime	ŋwɔ̀ mɛ́ nà	ŋ w ɔ̀ 	DB,SW
9050	travel	Bangime	ŋwɔ̀ mɛ́ ná wòrè	ŋ w ɔ̀ 	DB,SW
9051	travel	Bankan_Tey	dáwà káŋ	d á w à 	DB,SW
9052	travel	Ben_Tey	dáwɛ́	d á w ɛ́	DB,SW
9053	travel	Jamsay_Douentza	dáwá	d á w á	DB,SW
9054	travel	Jamsay_Douentza	dáwɛ́	d á w ɛ́	DB,SW
9055	travel	Mombo	égí kání	é ɡ í 	DB,SW
9056	travel	Najamba	dáwɛ́	d á w ɛ́	DB,SW
9057	travel	Najamba	ín	í n	DB,SW
9058	travel	Najamba	ìnè	ì n è	DB,SW
9059	travel	Nanga	dáwɛ́	d á w ɛ́	DB,SW
9060	travel	Perge_Tegu	dáwɛ́	d á w ɛ́	DB,SW
9061	travel	Togo_Kan	yǎ:	j ǎː	DB,SW
9062	travel	Togo_Kan	yě	j ě	DB,SW
9063	travel	Tommo_So	dámmá yàá	d á m m á 	DB,SW
9064	travel	Tommo_So	táŋá yàá	t á ŋ á 	DB,SW
9065	travel	Toro_Tegu	bòrú	b ò r ú	DB,SW
9066	travel	Toro_Tegu	yá yây	j á 	DB,SW
9067	travel	Yanda_Dom	ún	ú n	DB,SW
9068	travel	Yorno_So	àná yǎ:	à n á 	DB,SW
9069	travel	Yorno_So	òjî: gǒ:	ò dʒ îː 	DB,SW
9070	tree bark	Ampari	òwá	ò w á	DB,SW
9071	tree bark	Bangime	kʷéɛ̀	kʷ é ɛ̀	DB,SW
9072	tree bark	Bangime	ʒàɣà	ʒ à ɣ à	DB,SW
9073	tree bark	Bankan_Tey	kòkòmbû:	k ò k ò m b ûː	DB,SW
9074	tree bark	Bankan_Tey	tùndú	t ù n d ú	DB,SW
9075	tree bark	Ben_Tey	kìkòmbî:	k ì k ò m b îː	DB,SW
9076	tree bark	Ben_Tey	kòmbî:	k ò m b îː	DB,SW
9077	tree bark	Ben_Tey	kùkòmbî:	k ù k ò m b îː	DB,SW
9078	tree bark	Bunoge	kòbàlì	k ò b à l ì	DB,SW
9079	tree bark	Bunoge	tìlìŋgékòbálì	t ì l ì ŋ ɡ é k ò b á l ì	DB,SW
9080	tree bark	Dogul_Dom	kìŋìnɔ̀ kɔ̀mùnú	k ì ŋ ì n ɔ̀ 	DB,SW
9081	tree bark	Gourou	zǎyⁿ	z ǎ jⁿ	DB,SW
9082	tree bark	Jamsay_Douentza	jǎyⁿ	dʒ ǎ jⁿ	DB,SW
9083	tree bark	Jamsay_Douentza	jêy	dʒ ê j	DB,SW
9084	tree bark	Jamsay_Mondoro	kǒw	k ǒ w	DB,SW
9085	tree bark	Mombo	kòmbòlí	k ò m b ò l í	DB,SW
9086	tree bark	Nanga	tùmà	t ù m à	DB,SW
9087	tree bark	Nanga	tùmàpô:	t ù m à p ôː	DB,SW
9088	tree bark	Penange	témbú	t é m b ú	DB,SW
9089	tree bark	Perge_Tegu	gɛ̂:ⁿ	ɡ ɛ̂ːⁿ	DB,SW
9090	tree bark	Sangha_So	jóórú	dʒ óː r ú	DB,SW
9091	tree bark	Sangha_So	kóbú	k ó b ú	DB,SW
9092	tree bark	Tebul_Ure	kóbé	k ó b é	DB,SW
9093	tree bark	Tiranige	kóy	k ó j	DB,SW
9094	tree bark	Togo_Kan	kòkǒ:	k ò k ǒː	DB,SW
9095	tree bark	Tommo_So	jóyⁿ	dʒ ó jⁿ	DB,SW
9096	tree bark	Tommo_So	kókóbú	k ó k ó b ú	DB,SW
9097	tree bark	Tomo_Kan_Segue	kú	k ú	DB,SW
9098	tree bark	Toro_Tegu	kǒw	k ǒ w	DB,SW
9099	tree bark	Toro_Tegu	tìwⁿá kôw	t ì wⁿ á 	DB,SW
9100	tree bark	Yanda_Dom	tìmèsábú	t ì m è s á b ú	DB,SW
9101	tree or large woody shrub	Ampari	tìŋgɔ́	t ì ŋ ɡ ɔ́	DB,SW
9102	tree or large woody shrub	Bangime	dʷàɛ̀	dʷ à ɛ̀	DB,SW
9103	tree or large woody shrub	Bangime	dʷàà	dʷ àː	DB,SW
9104	tree or large woody shrub	Bankan_Tey	tìměyⁿ	t ì m ě jⁿ	DB,SW
9105	tree or large woody shrub	Ben_Tey	tìwⁿɛ̌yⁿ	t ì wⁿ ɛ̌ jⁿ	DB,SW
9106	tree or large woody shrub	Bunoge	tílíŋgè	t í l í ŋ ɡ è	DB,SW
9107	tree or large woody shrub	Dogul_Dom	kíŋúnɔ̀	k í ŋ ú n ɔ̀	DB,SW
9108	tree or large woody shrub	Jamsay_Douentza	tìwⁿé	t ì wⁿ é	DB,SW
9109	tree or large woody shrub	Jamsay_Mondoro	tìwⁿɛ́	t ì wⁿ ɛ́	DB,SW
9110	tree or large woody shrub	Mombo	tíníŋgɔ̀	t í n í ŋ ɡ ɔ̀	DB,SW
9111	tree or large woody shrub	Najamba	tìmɛ̂:	t ì m ɛ̂ː	DB,SW
9112	tree or large woody shrub	Najamba	tìmɔ̂:	t ì m ɔ̂ː	DB,SW
9113	tree or large woody shrub	Nanga	tùmá	t ù m á	DB,SW
9114	tree or large woody shrub	Penange	tìndìgɔ̀	t ì n d ì ɡ ɔ̀	DB,SW
9115	tree or large woody shrub	Perge_Tegu	tìwⁿɛ́	t ì wⁿ ɛ́	DB,SW
9116	tree or large woody shrub	Tebul_Ure	tìmǎ:	t ì m ǎː	DB,SW
9117	tree or large woody shrub	Tiranige	tílŋgɔ́	t í l ŋ ɡ ɔ́	DB,SW
9118	tree or large woody shrub	Togo_Kan	tìmɛ́	t ì m ɛ́	DB,SW
9119	tree or large woody shrub	Tommo_So	tìmɛ́	t ì m ɛ́	DB,SW
9120	tree or large woody shrub	Tommo_So	ùrìyó	ù r ì j ó	DB,SW
9121	tree or large woody shrub	Toro_Tegu	tìwⁿá	t ì wⁿ á	DB,SW
9122	tree or large woody shrub	Toro_Tegu	tìwⁿàná:	t ì wⁿ à n áː	DB,SW
9123	tree or large woody shrub	Yanda_Dom	tìmè	t ì m è	DB,SW
9124	tree or large woody shrub	Yanda_Dom	tìmɛ̀	t ì m ɛ̀	DB,SW
9125	tree or large woody shrub	Yorno_So	tɛ̀wⁿɛ́	t ɛ̀ wⁿ ɛ́	DB,SW
9126	turn, veer, change direction	Bangime	ɡòmbíjɛ́	ɡ ò m b í dʒ ɛ́	DB,SW
9127	turn, veer, change direction	Bankan_Tey	jɛ̀ŋgí gó	dʒ ɛ̀ ŋ ɡ í 	DB,SW
9128	turn, veer, change direction	Ben_Tey	wàŋgí	w à ŋ ɡ í	DB,SW
9129	turn, veer, change direction	Bunoge	báŋgúlè	b á ŋ ɡ ú l è	DB,SW
9130	turn, veer, change direction	Jamsay_Douentza	bàná gǒ:	b à n á 	DB,SW
9131	turn, veer, change direction	Jamsay_Douentza	yɛ̀gɛ́ gǒ:	j ɛ̀ ɡ ɛ́ 	DB,SW
9132	turn, veer, change direction	Mombo	kígílyè	k í ɡ í l j è	DB,SW
9133	turn, veer, change direction	Najamba	wàŋgè	w à ŋ ɡ è	DB,SW
9134	turn, veer, change direction	Najamba	wàŋgí	w à ŋ ɡ í	DB,SW
9135	turn, veer, change direction	Nanga	wàŋí	w à ŋ í	DB,SW
9136	turn, veer, change direction	Penange	wáŋgúlè	w á ŋ ɡ ú l è	DB,SW
9137	turn, veer, change direction	Perge_Tegu	wàŋgá	w à ŋ ɡ á	DB,SW
9138	turn, veer, change direction	Tiranige	gɔ́ndɔ́	ɡ ɔ́ n d ɔ́	DB,SW
9139	turn, veer, change direction	Togo_Kan	wàŋá	w à ŋ á	DB,SW
9140	turn, veer, change direction	Tommo_So	pógíyó	p ó ɡ í j ó	DB,SW
9141	turn, veer, change direction	Tommo_So	wàŋá	w à ŋ á	DB,SW
9142	turn, veer, change direction	Toro_Tegu	gɔ̌ŋ	ɡ ɔ̌ ŋ	DB,SW
9143	turn, veer, change direction	Toro_Tegu	gɔ̀ŋɔ́	ɡ ɔ̀ ŋ ɔ́	DB,SW
9144	turn, veer, change direction	Yanda_Dom	wǎŋ	w ǎ ŋ	DB,SW
9145	turn, veer, change direction	Yanda_Dom	wàŋàlí	w à ŋ à l í	DB,SW
9146	turn, veer, change direction	Yorno_So	wàŋá	w à ŋ á	DB,SW
9147	turn, veer, change direction	Yorno_So	wàŋú	w à ŋ ú	DB,SW
9148	two	Ampari	é:ŋgá	éː ŋ ɡ á	DB,SW
9149	two	Bangime	jìndò	dʒ ì n d ò	DB,SW
9150	two	Bankan_Tey	yǒy	j ǒ j	DB,SW
9151	two	Ben_Tey	yěy	j ě j	DB,SW
9152	two	Bunoge	dè:gà	d èː ɡ à	DB,SW
9153	two	Dogul_Dom	néégè	n éː ɡ è	DB,SW
9154	two	Gourou	lɛ̌y	l ɛ̌ j	DB,SW
9155	two	Jamsay_Douentza	lɛ̌y	l ɛ̌ j	DB,SW
9156	two	Jamsay_Mondoro	lɛ̌y	l ɛ̌ j	DB,SW
9157	two	Mombo	nɛ́:ŋgá	n ɛ́ː ŋ ɡ á	DB,SW
9158	two	Najamba	nô:y	n ôː j	DB,SW
9159	two	Nanga	wǒy	w ǒ j	DB,SW
9160	two	Penange	gè nègá	ɡ è 	DB,SW
9161	two	Penange	nègà	n è ɡ à	DB,SW
9162	two	Penange	né:ŋgá	n éː ŋ ɡ á	DB,SW
9163	two	Perge_Tegu	lěy	l ě j	DB,SW
9164	two	Sangha_So	léj	l é dʒ	DB,SW
9165	two	Tebul_Ure	lé:rú	l éː r ú	DB,SW
9166	two	Tiranige	nì:ŋgà	n ìː ŋ ɡ à	DB,SW
9167	two	Togo_Kan	lɔ́y	l ɔ́ j	DB,SW
9168	two	Tommo_So	néé	n éː	DB,SW
9169	two	Toro_Tegu	lěy	l ě j	DB,SW
9170	two	Yanda_Dom	yènɔ́:	j è n ɔ́ː	DB,SW
9171	two	Yanda_Dom	nɔ́:	n ɔ́ː	DB,SW
9172	two	Yorno_So	lɛ́y	l ɛ́ j	DB,SW
9173	un- (negative adjectival derivational morpheme)	Tiranige	ná	n á	DB
9174	under (sth)	Ampari	dúmbè	d ú m b è	DB,SW
9175	under (sth)	Bangime	ɡúrù	ɡ ú r ù	DB,SW
9176	under (sth)	Bankan_Tey	bóndò:	b ó n d òː	DB,SW
9177	under (sth)	Bankan_Tey	búwò	b ú w ò	DB,SW
9178	under (sth)	Ben_Tey	bólò:	b ó l òː	DB,SW
9179	under (sth)	Bunoge	bù:nà à	b ùː n à 	DB,SW
9180	under (sth)	Gourou	dósù	d ó s ù	DB,SW
9181	under (sth)	Jamsay_Douentza	mà dójù	m à 	DB,SW
9182	under (sth)	Jamsay_Douentza	mà dójú lé	m à 	DB,SW
9183	under (sth)	Mombo	sí: sùgù:ⁿ	s íː 	DB,SW
9184	under (sth)	Najamba	mà	m à	DB,SW
9185	under (sth)	Penange	bà	b à	DB,SW
9186	under (sth)	Perge_Tegu	wà bɛ̀rɛ̂:	w à 	DB,SW
9187	under (sth)	Tebul_Ure	nɛ̀	n ɛ̀	DB,SW
9188	under (sth)	Tiranige	ŋà	ŋ à	DB,SW
9189	under (sth)	Togo_Kan	bɔ́rɔ̀	b ɔ́ r ɔ̀	DB,SW
9190	under (sth)	Tommo_So	dúú nɛ	d úː 	DB,SW
9191	under (sth)	Toro_Tegu	dósù	d ó s ù	DB,SW
9192	under (sth)	Yanda_Dom	nà	n à	DB,SW
9193	under (sth)	Yorno_So	dû:	d ûː	DB,SW
9194	under (sth)	Yorno_So	dû: nɛ̀	d ûː 	DB,SW
9195	vomit (verb only)	Bangime	ɲɛ̀ɛ́ndí	ɲ ɛ̌ː n d í	DB,SW
9196	vomit (verb only)	Bankan_Tey	gùrá	ɡ ù r á	DB,SW
9197	vomit (verb only)	Ben_Tey	gùrɔ́	ɡ ù r ɔ́	DB,SW
9198	vomit (verb only)	Bunoge	sɛ̂:	s ɛ̂ː	DB,SW
9199	vomit (verb only)	Dogul_Dom	wɛ̀sɛ́	w ɛ̀ s ɛ́	DB,SW
9200	vomit (verb only)	Gourou	tɔ́:	t ɔ́ː	DB,SW
9201	vomit (verb only)	Jamsay_Douentza	tɔ́:	t ɔ́ː	DB,SW
9202	vomit (verb only)	Jamsay_Mondoro	tɔ́:	t ɔ́ː	DB,SW
9203	vomit (verb only)	Mombo	sóríŋgè swɛ́:	s ó r í ŋ ɡ è 	DB,SW
9204	vomit (verb only)	Najamba	úl	ú l	DB,SW
9205	vomit (verb only)	Najamba	ùlè	ù l è	DB,SW
9206	vomit (verb only)	Nanga	úró	ú r ó	DB,SW
9207	vomit (verb only)	Penange	swɛ́:	s w ɛ́ː	DB,SW
9208	vomit (verb only)	Perge_Tegu	gùrɔ́	ɡ ù r ɔ́	DB,SW
9209	vomit (verb only)	Sangha_So	gùrɔ́	ɡ ù r ɔ́	DB,SW
9210	vomit (verb only)	Tebul_Ure	gùlɔ́	ɡ ù l ɔ́	DB,SW
9211	vomit (verb only)	Tiranige	ɛ́njɔ́	ɛ́ n dʒ ɔ́	DB,SW
9212	vomit (verb only)	Togo_Kan	gùrɔ́	ɡ ù r ɔ́	DB,SW
9213	vomit (verb only)	Tommo_So	gùlɔ́	ɡ ù l ɔ́	DB,SW
9214	vomit (verb only)	Tomo_Kan_Diangassagou	gùlɛ̀	ɡ ù l ɛ̀	DB,SW
9215	vomit (verb only)	Tomo_Kan_Segue	gùlɛ̀	ɡ ù l ɛ̀	DB,SW
9216	vomit (verb only)	Toro_Tegu	bìtó	b ì t ó	DB,SW
9217	vomit (verb only)	Toro_Tegu	bìtú	b ì t ú	DB,SW
9218	vomit (verb only)	Toro_Tegu	gùrɔ́	ɡ ù r ɔ́	DB,SW
9219	vomit (verb only)	Toro_Tegu	gùrú	ɡ ù r ú	DB,SW
9220	vomit (verb only)	Yanda_Dom	úló	ú l ó	DB,SW
9221	vomit (verb only)	Yanda_Dom	ùlòlí	ù l ò l í	DB,SW
9222	vomit (verb only)	Yorno_So	gùlɔ́	ɡ ù l ɔ́	DB,SW
9223	wash (clothing)	Bangime	pùɡá	p ù ɡ á	DB,SW
9224	wash (clothing)	Bangime	túràà	t ú r àː	DB,SW
9225	wash (clothing)	Bankan_Tey	súkó	s ú k ó	DB,SW
9226	wash (clothing)	Ben_Tey	mɔ̀ɣɔ́	m ɔ̀ ɣ ɔ́	DB,SW
9227	wash (clothing)	Bunoge	múndɛ̀	m ú n d ɛ̀	DB,SW
9228	wash (clothing)	Dogul_Dom	mɔ̀gɛ́	m ɔ̀ ɡ ɛ́	DB,SW
9229	wash (clothing)	Gourou	súmó	s ú m ó	DB,SW
9230	wash (clothing)	Jamsay_Douentza	súmó	s ú m ó	DB,SW
9231	wash (clothing)	Jamsay_Mondoro	súmó	s ú m ó	DB,SW
9232	wash (clothing)	Mombo	mɔ́gɛ́	m ɔ́ ɡ ɛ́	DB,SW
9233	wash (clothing)	Najamba	mɔ̀gɛ́	m ɔ̀ ɡ ɛ́	DB,SW
9234	wash (clothing)	Nanga	mɔ̀gɔ́	m ɔ̀ ɡ ɔ́	DB,SW
9235	wash (clothing)	Penange	mɔ́gɛ́	m ɔ́ ɡ ɛ́	DB,SW
