ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS	CONCEPT_LIST
7046	sweet potato	Jamsay_Douentza	wósó	w o ˦ s o ˦	DB,SW
7047	sweet potato	Mombo	áwsáŋgè kú:ⁿ	a ˦ w s a ˦ ŋ ɡ e ˨ # k ũː ˦	DB,SW
7048	sweet potato	Mombo	kû:ⁿ	k ũː ˥˩	DB,SW
7049	sweet potato	Najamba	màsàkû:	m a ˨ s a ˨ k uː ˥˩	DB,SW
7050	sweet potato	Najamba	màsàkû:ŋgò	m a ˨ s a ˨ k uː ˥˩ ŋ ɡ o ˨	DB,SW
7051	sweet potato	Nanga	bánákûr	b a ˦ n a ˦ k u ˥˩ r	DB,SW
7052	sweet potato	Nanga	bánákúrì	b a ˦ n a ˦ k u ˦ r i ˨	DB,SW
7053	sweet potato	Nanga	wòsó	w o ˨ s o ˦	DB,SW
7054	sweet potato	Penange	wòsó	w o ˨ s o ˦	DB,SW
7055	sweet potato	Perge_Tegu	wòsó	w o ˨ s o ˦	DB,SW
7056	sweet potato	Sangha_So	bàrⁿàkú	b a ˨ r̃ a ˨ k u ˦	DB,SW
7057	sweet potato	Tebul_Ure	bàrⁿàkù:ⁿ bùmbá	b a ˨ r̃ a ˨ k ũː ˨ # b u ˨ m b a ˦	DB,SW
7058	sweet potato	Tiranige	màsákú:	m a ˨ s a ˦ k uː ˦	DB,SW
7059	sweet potato	Togo_Kan	bànàkǔ:	b a ˨ n a ˨ k uː ˩˥	DB,SW
7060	sweet potato	Tommo_So	bànànkù bùmbɔ́	b a ˨ n a ˨ n k u ˨ # b u ˨ m b ɔ ˦	DB,SW
7061	sweet potato	Tomo_Kan_Segue	màsàkú	m a ˨ s a ˨ k u ˦	DB,SW
7062	sweet potato	Toro_Tegu	màsàkú	m a ˨ s a ˨ k u ˦	DB,SW
7063	sweet potato	Toro_Tegu	wòsó	w o ˨ s o ˦	DB,SW
7064	sweet potato	Yanda_Dom	bànàkùl bùmbɔ̀	b a ˨ n a ˨ k u ˨ l # b u ˨ m b ɔ ˨	DB,SW
7065	sweet potato	Yorno_So	bàrⁿàkǔ:	b a ˨ r̃ a ˨ k uː ˩˥	DB,SW
7066	sweet sorghum (stalk chewed like sugar cane)	Bangime	sǐnʤɛ̀	s i ˩˥ n dʒ ɛ ˨	DB,SW
7067	sweet sorghum (stalk chewed like sugar cane)	Bankan_Tey	sàzìjírⁿá	s a ˨ z i ˨ dʒ i ˦ r̃ a ˦	DB,SW
7068	sweet sorghum (stalk chewed like sugar cane)	Ben_Tey	sànjírⁿà	s a ˨ n dʒ i ˦ r̃ a ˨	DB,SW
7069	sweet sorghum (stalk chewed like sugar cane)	Gourou	sànkírⁿɛ̀	s a ˨ n k i ˦ r̃ ɛ ˨	DB,SW
7070	sweet sorghum (stalk chewed like sugar cane)	Jamsay_Douentza	sàncírⁿè	s a ˨ n tʃ i ˦ r̃ e ˨	DB,SW
7071	sweet sorghum (stalk chewed like sugar cane)	Mombo	ɛ̀mbà dúmbɛ́	ɛ ˨ m b a ˨ # d u ˦ m b ɛ ˦	DB,SW
7072	sweet sorghum (stalk chewed like sugar cane)	Najamba	sànàgínɛ́	s a ˨ n a ˨ ɡ i ˦ n ɛ ˦	DB,SW
7073	sweet sorghum (stalk chewed like sugar cane)	Najamba	sànàgínɛ́ŋgó	s a ˨ n a ˨ ɡ i ˦ n ɛ ˦ ŋ ɡ o ˦	DB,SW
7074	sweet sorghum (stalk chewed like sugar cane)	Nanga	sànàgíndá	s a ˨ n a ˨ ɡ i ˦ n d a ˦	DB,SW
7075	sweet sorghum (stalk chewed like sugar cane)	Penange	sìnjàndúmbé	s i ˨ n dʒ a ˨ n d u ˦ m b e ˦	DB,SW
7076	sweet sorghum (stalk chewed like sugar cane)	Perge_Tegu	sàrgínè	s a ˨ r ɡ i ˦ n e ˨	DB,SW
7077	sweet sorghum (stalk chewed like sugar cane)	Sangha_So	ɛ̀mɛ̀ kɛ̀rú	ɛ ˨ m ɛ ˨ # k ɛ ˨ r u ˦	DB,SW
7078	sweet sorghum (stalk chewed like sugar cane)	Tebul_Ure	sànàgɛ́rⁿɛ̀	s a ˨ n a ˨ ɡ ɛ ˦ r̃ ɛ ˨	DB,SW
7079	sweet sorghum (stalk chewed like sugar cane)	Togo_Kan	ɛ̀mɛ̀sàⁿkírⁿí	ɛ ˨ m ɛ ˨ s ã ˨ k i ˦ r̃ i ˦	DB,SW
7080	sweet sorghum (stalk chewed like sugar cane)	Tommo_So	sànà gɛ́nɛ́	s a ˨ n a ˨ # ɡ ɛ ˦ n ɛ ˦	DB,SW
7081	sweet sorghum (stalk chewed like sugar cane)	Tomo_Kan_Segue	cèrìkɔ̀ʔɔ̀ dɛ́yⁿ	tʃ e ˨ r i ˨ k ɔ ˨ ʔ ɔ ˨ # d ɛ ˦ j̃	DB,SW
7082	sweet sorghum (stalk chewed like sugar cane)	Toro_Tegu	ká:rⁿà	k aː ˦ r̃ a ˨	DB,SW
7083	sweet sorghum (stalk chewed like sugar cane)	Toro_Tegu	tùsùcèrú	t u ˨ s u ˨ tʃ e ˨ r u ˦	DB,SW
7084	sweet sorghum (stalk chewed like sugar cane)	Yanda_Dom	sànàgínɛ̀	s a ˨ n a ˨ ɡ i ˦ n ɛ ˨	DB,SW
7085	sweet sorghum (stalk chewed like sugar cane)	Yorno_So	ɛ̀mɛ̀sàrⁿàgɛ́rⁿɛ̀	ɛ ˨ m ɛ ˨ s a ˨ r̃ a ˨ ɡ ɛ ˦ r̃ ɛ ˨	DB,SW
7086	sweet, sugary (taste)	Bangime	déɛ́rè	d e ˦ ɛ ˦ r e ˨	DB,LJ
7087	sweet, sugary (taste)	Bankan_Tey	ɛ́rùm	ɛ ˦ r u ˨ m	DB,LJ
7088	sweet, sugary (taste)	Ben_Tey	ɛ́rìm	ɛ ˦ r i ˨ m	DB,LJ
7089	sweet, sugary (taste)	Bunoge	dènjì	d e ˨ n dʒ i ˨	DB,LJ
7090	sweet, sugary (taste)	Dogul_Dom	ɛ̀llɛ́	ɛ ˨ l l ɛ ˦	DB,LJ
7091	sweet, sugary (taste)	Gourou	érù	e ˦ r u ˨	DB,LJ
7092	sweet, sugary (taste)	Jamsay_Douentza	érù	e ˦ r u ˨	DB,LJ
7093	sweet, sugary (taste)	Jamsay_Mondoro	érù	e ˦ r u ˨	DB,LJ
7094	sweet, sugary (taste)	Mombo	ɛ́lɛ́lá	ɛ ˦ l ɛ ˦ l a ˦	DB,LJ
7095	sweet, sugary (taste)	Mombo	ɛ́llá	ɛ ˦ l l a ˦	DB,LJ
7096	sweet, sugary (taste)	Najamba	ɛ̀líyè	ɛ ˨ l i ˦ j e ˨	DB,LJ
7097	sweet, sugary (taste)	Najamba	ɛ̌lŋgò	ɛ ˩˥ l ŋ ɡ o ˨	DB,LJ
7098	sweet, sugary (taste)	Nanga	ɛ́rî	ɛ ˦ r i ˥˩	DB,LJ
7099	sweet, sugary (taste)	Penange	nsì:ⁿ	n s ĩː ˨	DB,LJ
7100	sweet, sugary (taste)	Perge_Tegu	érù	e ˦ r u ˨	DB,LJ
7101	sweet, sugary (taste)	Tiranige	ní:njí	n iː ˦ n dʒ i ˦	DB,LJ
7102	sweet, sugary (taste)	Togo_Kan	ɛ́lú	ɛ ˦ l u ˦	DB,LJ
7103	sweet, sugary (taste)	Tommo_So	ɛ́lɛ́lú	ɛ ˦ l ɛ ˦ l u ˦	DB,LJ
7104	sweet, sugary (taste)	Toro_Tegu	ètú	e ˨ t u ˦	DB,LJ
7105	sweet, sugary (taste)	Yanda_Dom	ɛ̌l	ɛ ˩˥ l	DB,LJ
7106	sweet, sugary (taste)	Yorno_So	ɛ́lɛ̀l	ɛ ˦ l ɛ ˨ l	DB,LJ
7107	sweet, sugary (taste)	Yorno_So	ɛ̂:l	ɛː ˥˩ l	DB,LJ
7108	swim, go swimming	Ampari	ɲándò	ɲ a ˦ n d o ˨	DB
7109	swim, go swimming	Bankan_Tey	yúnâm káŋ	j u ˦ n a ˥˩ m # k a ˦ ŋ	DB
7110	swim, go swimming	Ben_Tey	ábâl bàlá	a ˦ b a ˥˩ l # b a ˨ l a ˦	DB
7111	swim, go swimming	Bunoge	gɔ́ mɛ́rɛ̀	ɡ ɔ ˦ # m ɛ ˦ r ɛ ˨	DB
7112	swim, go swimming	Jamsay_Douentza	bùgó	b u ˨ ɡ o ˦	DB
7113	swim, go swimming	Jamsay_Douentza	ní:yêy yǎ:	n iː ˦ j e ˥˩ j # j aː ˩˥	DB
7114	swim, go swimming	Jamsay_Mondoro	ní:yêy yǎ:	n iː ˦ j e ˥˩ j # j aː ˩˥	DB
7115	swim, go swimming	Mombo	mì: búnjò:ⁿ ándé	m iː ˨ # b u ˦ n dʒ õː ˨ # a ˦ n d e ˦	DB
7116	swim, go swimming	Najamba	bàndè	b a ˨ n d e ˨	DB
7117	swim, go swimming	Najamba	bándè bàndí	b a ˦ n d e ˨ # b a ˨ n d i ˦	DB
7118	swim, go swimming	Nanga	nì:bɛ́ndì bɛ̀ndí	n iː ˨ b ɛ ˦ n d i ˨ # b ɛ ˨ n d i ˦	DB
7119	swim, go swimming	Penange	ɲí:ní kán	ɲ iː ˦ n i ˦ # k a ˦ n	DB
7120	swim, go swimming	Perge_Tegu	bɛ́n bɛ̀nɛ́	b ɛ ˦ n # b ɛ ˨ n ɛ ˦	DB
7121	swim, go swimming	Tebul_Ure	ínjé mùgó	i ˦ n dʒ e ˦ # m u ˨ ɡ o ˦	DB
7122	swim, go swimming	Tiranige	yì:nì kán	j iː ˨ n i ˨ # k a ˦ n	DB
7123	swim, go swimming	Togo_Kan	bɛ̌n bɛ̀nɛ́	b ɛ ˩˥ n # b ɛ ˨ n ɛ ˦	DB
7124	swim, go swimming	Tommo_So	dìì múgó yàá	d iː ˨ # m u ˦ ɡ o ˦ # j aː ˩˥	DB
7125	swim, go swimming	Toro_Tegu	mùgó	m u ˨ ɡ o ˦	DB
7126	swim, go swimming	Toro_Tegu	mùgú	m u ˨ ɡ u ˦	DB
7127	swim, go swimming	Yanda_Dom	ínjú bùgó	i ˦ n dʒ u ˦ # b u ˨ ɡ o ˦	DB
7128	swim, go swimming	Yorno_So	bònî: bànɛ́:	b o ˨ n iː ˥˩ # b a ˨ n ɛː ˦	DB
7129	swim, go swimming	Yorno_So	dǐ: bànɛ́:	d iː ˩˥ # b a ˨ n ɛː ˦	DB
7130	swim, go swimming	Yorno_So	yǎ:	j aː ˩˥	DB
7131	tail (of dog, sheep, etc.)	Ampari	dìrɔ́	d i ˨ r ɔ ˦	DB,LJ,SW
7132	tail (of dog, sheep, etc.)	Bangime	tííⁿ	t ĩː ˦	DB,LJ,SW
7133	tail (of dog, sheep, etc.)	Bankan_Tey	dúrà	d u ˦ r a ˨	DB,LJ,SW
7134	tail (of dog, sheep, etc.)	Ben_Tey	dúrɔ̀	d u ˦ r ɔ ˨	DB,LJ,SW
7135	tail (of dog, sheep, etc.)	Bunoge	dílɔ̀	d i ˦ l ɔ ˨	DB,LJ,SW
7136	tail (of dog, sheep, etc.)	Dogul_Dom	dúlò	d u ˦ l o ˨	DB,LJ,SW
7137	tail (of dog, sheep, etc.)	Gourou	dùrɔ́	d u ˨ r ɔ ˦	DB,LJ,SW
7138	tail (of dog, sheep, etc.)	Jamsay_Douentza	dúrɔ́	d u ˦ r ɔ ˦	DB,LJ,SW
7139	tail (of dog, sheep, etc.)	Mombo	dúlɔ́	d u ˦ l ɔ ˦	DB,LJ,SW
7140	tail (of dog, sheep, etc.)	Najamba	dúlɛ̀:	d u ˦ l ɛː ˨	DB,LJ,SW
7141	tail (of dog, sheep, etc.)	Najamba	dúlɔ̀:	d u ˦ l ɔː ˨	DB,LJ,SW
7142	tail (of dog, sheep, etc.)	Nanga	dúrâ	d u ˦ r a ˥˩	DB,LJ,SW
7143	tail (of dog, sheep, etc.)	Penange	dìlɔ̀	d i ˨ l ɔ ˨	DB,LJ,SW
7144	tail (of dog, sheep, etc.)	Perge_Tegu	dúrɔ́	d u ˦ r ɔ ˦	DB,LJ,SW
7145	tail (of dog, sheep, etc.)	Sangha_So	dúlɔ́	d u ˦ l ɔ ˦	DB,LJ,SW
7146	tail (of dog, sheep, etc.)	Tebul_Ure	dúlá:	d u ˦ l aː ˦	DB,LJ,SW
7147	tail (of dog, sheep, etc.)	Tiranige	dìlɔ̀	d i ˨ l ɔ ˨	DB,LJ,SW
7148	tail (of dog, sheep, etc.)	Togo_Kan	dúrɔ́	d u ˦ r ɔ ˦	DB,LJ,SW
7149	tail (of dog, sheep, etc.)	Tommo_So	dúlɔ́	d u ˦ l ɔ ˦	DB,LJ,SW
7150	tail (of dog, sheep, etc.)	Tomo_Kan_Segue	jìlá	dʒ i ˨ l a ˦	DB,LJ,SW
7151	tail (of dog, sheep, etc.)	Toro_Tegu	báná	b a ˦ n a ˦	DB,LJ,SW
7152	tail (of dog, sheep, etc.)	Yanda_Dom	dùlɔ́	d u ˨ l ɔ ˦	DB,LJ,SW
7153	tail (of dog, sheep, etc.)	Yorno_So	dúlɔ̀	d u ˦ l ɔ ˨	DB,LJ,SW
7154	take (sth) (general word)	Bangime	ɲáw	ɲ a ˦ w	DB,LJ,SW
7155	take (sth) (general word)	Bangime	ʃíjɛ̀	ʃ i ˦ dʒ ɛ ˨	DB,LJ,SW
7156	take (sth) (general word)	Bankan_Tey	zɛ́	z ɛ ˦	DB,LJ,SW
7157	take (sth) (general word)	Ben_Tey	àyí	a ˨ j i ˦	DB,LJ,SW
7158	take (sth) (general word)	Bunoge	dúgɛ̀	d u ˦ ɡ ɛ ˨	DB,LJ,SW
7159	take (sth) (general word)	Dogul_Dom	jɛ̀ɛ́	dʒ ɛː ˩˥	DB,LJ,SW
7160	take (sth) (general word)	Dogul_Dom	yɛ̀ŋɛ́	j ɛ ˨ ŋ ɛ ˦	DB,LJ,SW
7161	take (sth) (general word)	Jamsay_Douentza	yàŋá	j a ˨ ŋ a ˦	DB,LJ,SW
7162	take (sth) (general word)	Jamsay_Mondoro	yàŋá	j a ˨ ŋ a ˦	DB,LJ,SW
7163	take (sth) (general word)	Najamba	jɛ́	dʒ ɛ ˦	DB,LJ,SW
7164	take (sth) (general word)	Najamba	jɛ̀	dʒ ɛ ˨	DB,LJ,SW
7165	take (sth) (general word)	Nanga	ǎy	a ˩˥ j	DB,LJ,SW
7166	take (sth) (general word)	Nanga	àyí	a ˨ j i ˦	DB,LJ,SW
7167	take (sth) (general word)	Penange	nɛ́mɛ́	n ɛ ˦ m ɛ ˦	DB,LJ,SW
7168	take (sth) (general word)	Perge_Tegu	yɛ̀ŋgɛ́	j ɛ ˨ ŋ ɡ ɛ ˦	DB,LJ,SW
7169	take (sth) (general word)	Tebul_Ure	ɲǎ:	ɲ aː ˩˥	DB,LJ,SW
7170	take (sth) (general word)	Tommo_So	jèɲɲé	dʒ e ˨ ɲ ɲ e ˦	DB,LJ,SW
7171	take (sth) (general word)	Toro_Tegu	só	s o ˦	DB,LJ,SW
7172	take (sth) (general word)	Yanda_Dom	tógó	t o ˦ ɡ o ˦	DB,LJ,SW
7173	take (sth) (general word)	Yanda_Dom	tó:	t oː ˦	DB,LJ,SW
7174	take (sth) (general word)	Yanda_Dom	zɛ̀nàlí	z ɛ ˨ n a ˨ l i ˦	DB,LJ,SW
7175	take (sth) (general word)	Yanda_Dom	zɛ̀nɛ́	z ɛ ˨ n ɛ ˦	DB,LJ,SW
7176	take (sth) (general word)	Yorno_So	gèɲɛ́	ɡ e ˨ ɲ ɛ ˦	DB,LJ,SW
7177	take a stroll, walk around	Ampari	jírò	dʒ i ˦ r o ˨	DB
7178	take a stroll, walk around	Bankan_Tey	yórú yàríy	j o ˦ r u ˦ # j a ˨ r i ˦ j	DB
7179	take a stroll, walk around	Ben_Tey	yílíwí yìlìwé	j i ˦ l i ˦ w i ˦ # j i ˨ l i ˨ w e ˦	DB
7180	take a stroll, walk around	Ben_Tey	yórí: yàrìyí	j o ˦ r iː ˦ # j a ˨ r i ˨ j i ˦	DB
7181	take a stroll, walk around	Bunoge	yí:là yí:lè	j iː ˦ l a ˨ # j iː ˦ l e ˨	DB
7182	take a stroll, walk around	Dogul_Dom	dùmàndá dùmɛ́	d u ˨ m a ˨ n d a ˦ # d u ˨ m ɛ ˦	DB
7183	take a stroll, walk around	Jamsay_Douentza	yílíwú yìlìwé	j i ˦ l i ˦ w u ˦ # j i ˨ l i ˨ w e ˦	DB
7184	take a stroll, walk around	Jamsay_Mondoro	yílíwú yìlìwé	j i ˦ l i ˦ w u ˦ # j i ˨ l i ˨ w e ˦	DB
7185	take a stroll, walk around	Mombo	gì:lì gí:lè	ɡ iː ˨ l i ˨ # ɡ iː ˦ l e ˨	DB
7186	take a stroll, walk around	Najamba	yál yàlíyɛ́	j a ˦ l # j a ˨ l i ˦ j ɛ ˦	DB
7187	take a stroll, walk around	Nanga	yórì yàríyí	j o ˦ r i ˨ # j a ˨ r i ˦ j i ˦	DB
7188	take a stroll, walk around	Penange	yìgìlà yígílè	j i ˨ ɡ i ˨ l a ˨ # j i ˦ ɡ i ˦ l e ˨	DB
7189	take a stroll, walk around	Perge_Tegu	yílú: yìlìwé	j i ˦ l uː ˦ # j i ˨ l i ˨ w e ˦	DB
7190	take a stroll, walk around	Sangha_So	jàárí	dʒ aː ˩˥ r i ˦	DB
7191	take a stroll, walk around	Sangha_So	gɔ́ŋgúrú gɔ̀ŋgúrú	ɡ ɔ ˦ ŋ ɡ u ˦ r u ˦ # ɡ ɔ ˨ ŋ ɡ u ˦ r u ˦	DB
7192	take a stroll, walk around	Tiranige	tóndá: ún	t o ˦ n d aː ˦ # u ˦ n	DB
7193	take a stroll, walk around	Togo_Kan	gɔ́ŋúrⁿú gɔ̀ŋúrⁿù	ɡ ɔ ˦ ŋ u ˦ r̃ u ˦ # ɡ ɔ ˨ ŋ u ˦ r̃ u ˨	DB
7194	take a stroll, walk around	Togo_Kan	ɲɛ̀ŋî:	ɲ ɛ ˨ ŋ iː ˥˩	DB
7195	take a stroll, walk around	Tommo_So	yólú yàlíyɛ́	j o ˦ l u ˦ # j a ˨ l i ˦ j ɛ ˦	DB
7196	take a stroll, walk around	Toro_Tegu	tɔ́ŋúnɔ́	t ɔ ˦ ŋ u ˦ n ɔ ˦	DB
7197	take a stroll, walk around	Toro_Tegu	tɔ́ŋúnɔ̀ tɔ́ŋúnú	t ɔ ˦ ŋ u ˦ n ɔ ˨ # t ɔ ˦ ŋ u ˦ n u ˦	DB
7198	take a stroll, walk around	Yanda_Dom	yǎl yàlíyɛ́	j a ˩˥ l # j a ˨ l i ˦ j ɛ ˦	DB
7199	take a stroll, walk around	Yorno_So	yólú yàlɛ́:	j o ˦ l u ˦ # j a ˨ l ɛː ˦	DB
7200	tell an outright lie	Bangime	ɡíjɛ̀ n sɛ̀rɛ̀	ɡ i ˦ dʒ ɛ ˨ # n # s ɛ ˨ r ɛ ˨	DB,SW
7201	tell an outright lie	Bankan_Tey	bɛ̀rɛ̀kɛ́sɛ̀ kɛ́sɛ́	b ɛ ˨ r ɛ ˨ k ɛ ˦ s ɛ ˨ # k ɛ ˦ s ɛ ˦	DB,SW
7202	tell an outright lie	Ben_Tey	pìrècɛ́sɛ̀ cɛ́sɛ́	p i ˨ r e ˨ tʃ ɛ ˦ s ɛ ˨ # tʃ ɛ ˦ s ɛ ˦	DB,SW
7203	tell an outright lie	Jamsay_Douentza	bɛ̀rɛ̀cɛ́jɛ̀ cɛ́jɛ́	b ɛ ˨ r ɛ ˨ tʃ ɛ ˦ dʒ ɛ ˨ # tʃ ɛ ˦ dʒ ɛ ˦	DB,SW
7204	tell an outright lie	Najamba	bɛ̀rɛ̀kɛ́jɛ̀ kɛ́jɛ́	b ɛ ˨ r ɛ ˨ k ɛ ˦ dʒ ɛ ˨ # k ɛ ˦ dʒ ɛ ˦	DB,SW
7205	tell an outright lie	Nanga	bɛ̀rɛ̀kɛ́sɛ̂ kɛ́sɛ́	b ɛ ˨ r ɛ ˨ k ɛ ˦ s ɛ ˥˩ # k ɛ ˦ s ɛ ˦	DB,SW
7206	tell an outright lie	Perge_Tegu	bɛ̀rɛ̀kɛ́sɛ̀ kɛ́sɛ́	b ɛ ˨ r ɛ ˨ k ɛ ˦ s ɛ ˨ # k ɛ ˦ s ɛ ˦	DB,SW
7207	tell an outright lie	Tommo_So	kàkàlù gɛ́m kálá	k a ˨ k a ˨ l u ˨ # ɡ ɛ ˦ m # k a ˦ l a ˦	DB,SW
7208	tell an outright lie	Toro_Tegu	àrùkɔ́m kɔ́rúm	a ˨ r u ˨ k ɔ ˦ m # k ɔ ˦ r u ˦ m	DB,SW
7209	tell an outright lie	Toro_Tegu	kɔ́rúmɔ́	k ɔ ˦ r u ˦ m ɔ ˦	DB,SW
7210	tell an outright lie	Yanda_Dom	bɛ̀rɛ̀kɛ́zɛ̀ kɛ́zɛ́	b ɛ ˨ r ɛ ˨ k ɛ ˦ z ɛ ˨ # k ɛ ˦ z ɛ ˦	DB,SW
7211	tell an outright lie	Yorno_So	kálá	k a ˦ l a ˦	DB,SW
7212	ten	Ampari	pɛ́:ró	p ɛː ˦ r o ˦	DB
7213	ten	Bankan_Tey	pɛ́:rú	p ɛː ˦ r u ˦	DB
7214	ten	Ben_Tey	pɛ́rú	p ɛ ˦ r u ˦	DB
7215	ten	Bunoge	kóbéwⁿ	k o ˦ b e ˦ w̃	DB
7216	ten	Dogul_Dom	pɛ́ɛ̀l	p ɛː ˥˩ l	DB
7217	ten	Gourou	pɛ́rɛ́	p ɛ ˦ r ɛ ˦	DB
7218	ten	Jamsay_Douentza	pɛ́rú	p ɛ ˦ r u ˦	DB
7219	ten	Mombo	pɛ́:lù	p ɛː ˦ l u ˨	DB
7220	ten	Najamba	píyɛ́lì	p i ˦ j ɛ ˦ l i ˨	DB
7221	ten	Nanga	pɛ́:rù	p ɛː ˦ r u ˨	DB
7222	ten	Penange	gè pɛ́:l	ɡ e ˨ # p ɛː ˦ l	DB
7223	ten	Penange	pɛ̀:l	p ɛː ˨ l	DB
7224	ten	Penange	pɛ́:lú	p ɛː ˦ l u ˦	DB
7225	ten	Penange	pɛ̀:lù	p ɛː ˨ l u ˨	DB
7226	ten	Perge_Tegu	pɛ́rú	p ɛ ˦ r u ˦	DB
7227	ten	Sangha_So	pɛ́l	p ɛ ˦ l	DB
7228	ten	Tebul_Ure	pɛ́lú	p ɛ ˦ l u ˦	DB
7229	ten	Tiranige	pìyɔ̀lù	p i ˨ j ɔ ˨ l u ˨	DB
7230	ten	Togo_Kan	pɛ́rú	p ɛ ˦ r u ˦	DB
7231	ten	Tommo_So	pɛ́lú	p ɛ ˦ l u ˦	DB
7232	ten	Toro_Tegu	pɛ́:rú	p ɛː ˦ r u ˦	DB
7233	ten	Yanda_Dom	yèpíyél	j e ˨ p i ˦ j e ˦ l	DB
7234	ten	Yanda_Dom	píyɛ́l	p i ˦ j ɛ ˦ l	DB
7235	ten	Yorno_So	pɛ́l	p ɛ ˦ l	DB
7236	that (far-distant, all unpredictable forms)	Ben_Tey	m̀bá	m ˨ b a ˦	DB
7237	that (far-distant, all unpredictable forms)	Najamba	òmá:	o ˨ m aː ˦	DB
7238	that (far-distant, all unpredictable forms)	Sangha_So	kɔ́ɔ́n	k ɔː ˦ n	DB
7239	that (far-distant, all unpredictable forms)	Tiranige	yáwò	j a ˦ w o ˨	DB
7240	that (far-distant, all unpredictable forms)	Togo_Kan	érú kɔ́	e ˦ r u ˦ # k ɔ ˦	DB
7241	that (far-distant, all unpredictable forms)	Yanda_Dom	màŋgó	m a ˨ ŋ ɡ o ˦	DB
7242	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Gourou	lɔ̂:	l ɔː ˥˩	DB
7243	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Mombo	nɛ̂:	n ɛː ˥˩	DB
7244	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Penange	èmbà	e ˨ m b a ˨	DB
7245	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Tebul_Ure	màgú	m a ˨ ɡ u ˦	DB
7246	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Tiranige	éwò	e ˦ w o ˨	DB
7247	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Tommo_So	nìí	n iː ˩˥	DB
7248	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Toro_Tegu	ŋ̀gú	ŋ ˨ ɡ u ˦	DB
7249	that (nonproximal deictic, near- and far-distant, all unpredictable forms)	Yorno_So	kó	k o ˦	DB
7250	that same, the aforementioned (strong discourse-definite, often preposed ko)	Bunoge	ʔɛ̀mɛ́	ʔ ɛ ˨ m ɛ ˦	DB
7251	that same, the aforementioned (strong discourse-definite, often preposed ko)	Jamsay_Douentza	kò	k o ˨	DB
7252	that same, the aforementioned (strong discourse-definite, often preposed ko)	Nanga	kú	k u ˦	DB
7253	that same, the aforementioned (strong discourse-definite, often preposed ko)	Penange	ɛ̂:	ɛː ˥˩	DB
7254	that same, the aforementioned (strong discourse-definite, often preposed ko)	Perge_Tegu	kò	k o ˨	DB
7255	that same, the aforementioned (strong discourse-definite, often preposed ko)	Tiranige	érì	e ˦ r i ˨	DB
7256	that same, the aforementioned (strong discourse-definite, often preposed ko)	Togo_Kan	kó	k o ˦	DB
7257	that same, the aforementioned (strong discourse-definite, often preposed ko)	Tommo_So	kó	k o ˦	DB
7258	that same, the aforementioned (strong discourse-definite, often preposed ko)	Tommo_So	wó	w o ˦	DB
7259	that same, the aforementioned (strong discourse-definite, often preposed ko)	Toro_Tegu	kɔ̀	k ɔ ˨	DB
7260	that same, the aforementioned (strong discourse-definite, often preposed ko)	Yanda_Dom	kó	k o ˦	DB
7261	that same, the aforementioned (strong discourse-definite, often preposed ko)	Yorno_So	kó	k o ˦	DB
7262	the bush, outback (away from settlements)	Bangime	n náà	n # n aː ˥˩	DB,SW
7263	the bush, outback (away from settlements)	Bankan_Tey	ɔ̀rⁿɔ́:	ɔ ˨ r̃ ɔː ˦	DB,SW
7264	the bush, outback (away from settlements)	Ben_Tey	ɔ̀rⁿɔ́:	ɔ ˨ r̃ ɔː ˦	DB,SW
7265	the bush, outback (away from settlements)	Bunoge	kɛ́	k ɛ ˦	DB,SW
7266	the bush, outback (away from settlements)	Dogul_Dom	ónùŋ	o ˦ n u ˨ ŋ	DB,SW
7267	the bush, outback (away from settlements)	Gourou	ègú	e ˨ ɡ u ˦	DB,SW
7268	the bush, outback (away from settlements)	Jamsay_Douentza	èjú	e ˨ dʒ u ˦	DB,SW
7269	the bush, outback (away from settlements)	Jamsay_Mondoro	èjù bómó	e ˨ dʒ u ˨ # b o ˦ m o ˦	DB,SW
7270	the bush, outback (away from settlements)	Mombo	kɔ̂yⁿ	k ɔ ˥˩ j̃	DB,SW
7271	the bush, outback (away from settlements)	Najamba	kɛ́rɛ́	k ɛ ˦ r ɛ ˦	DB,SW
7272	the bush, outback (away from settlements)	Nanga	ǒ:	oː ˩˥	DB,SW
7273	the bush, outback (away from settlements)	Penange	kɔ̀yⁿ	k ɔ ˨ j̃	DB,SW
7274	the bush, outback (away from settlements)	Perge_Tegu	ǒy	o ˩˥ j	DB,SW
7275	the bush, outback (away from settlements)	Sangha_So	òlú	o ˨ l u ˦	DB,SW
7276	the bush, outback (away from settlements)	Tebul_Ure	ándá	a ˦ n d a ˦	DB,SW
7277	the bush, outback (away from settlements)	Tiranige	góló	ɡ o ˦ l o ˦	DB,SW
7278	the bush, outback (away from settlements)	Togo_Kan	bàrá	b a ˨ r a ˦	DB,SW
7279	the bush, outback (away from settlements)	Tommo_So	òlú	o ˨ l u ˦	DB,SW
